team,park,attendance,year,league,teamID,rank,games,wins,losses,runs,at_bats,hits,errors,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,FP,BPF
Cleveland Indians,Jacobs Field,1766242,2009,AL,CLE,4,162,65,97,773,5568,1468,114,5.07,5,6,25,4302,1570,183,598,986,0.98,95
Kansas City Royals,Kauffman Stadium,1797891,2009,AL,KCA,4,162,65,97,686,5532,1432,127,4.83,10,9,34,4278,1486,166,600,1153,0.98,97
New York Yankees,Yankee Stadium III,3719358,2009,AL,NYA,1,162,103,59,915,5660,1604,101,4.28,3,8,51,4350,1386,181,574,1260,0.98,105
Boston Red Sox,Fenway Park II,3062699,2009,AL,BOS,2,162,95,67,872,5543,1495,92,4.35,8,11,41,4310,1494,167,530,1230,0.98,106
Tampa Bay Rays,Tropicana Field,1874962,2009,AL,TBA,3,162,84,78,803,5462,1434,111,4.36,3,5,41,4282,1421,183,515,1125,0.98,98
Toronto Blue Jays,Rogers Centre,1876129,2009,AL,TOR,4,162,75,87,798,5696,1516,88,4.47,10,10,25,4353,1509,181,551,1181,0.98,100
Baltimore Orioles,Oriole Park at Camden Yards,1907163,2009,AL,BAL,5,162,64,98,741,5618,1508,108,5.16,2,3,31,4287,1633,218,546,933,0.98,101
Los Angeles Angels of Anaheim,Angel Stadium,3240386,2009,AL,LAA,1,162,97,65,883,5622,1604,99,4.45,9,13,51,4335,1513,180,523,1062,0.98,99
Texas Rangers,Rangers Ballpark in Arlington,2156016,2009,AL,TEX,2,162,87,75,784,5526,1436,120,4.38,8,11,45,4304,1432,171,531,1016,0.98,104
Seattle Mariners,Safeco Field,2195533,2009,AL,SEA,3,162,85,77,640,5543,1430,120,3.87,4,10,49,4358,1359,172,534,1043,0.98,94
Oakland Athletics,Oakland-Alameda Country Coliseum,1408783,2009,AL,OAK,4,162,75,87,759,5584,1464,121,4.29,2,10,38,4342,1486,156,523,1124,0.98,99
St. Louis Cardinals,Busch Stadium III,3343252,2009,NL,SLN,1,162,91,71,730,5465,1436,113,3.66,8,11,43,4322,1407,123,460,1049,0.98,98
Chicago Cubs,Wrigley Field,3168859,2009,NL,CHN,2,161,83,78,707,5486,1398,127,3.84,3,8,40,4336,1329,160,586,1272,0.98,107
Milwaukee Brewers,Miller Park,3037451,2009,NL,MIL,3,162,80,82,785,5510,1447,111,4.84,1,8,44,4305,1498,207,607,1104,0.98,98
Cincinnati Reds,Great American Ball Park,1747919,2009,NL,CIN,4,162,78,84,673,5462,1349,104,4.18,6,12,41,4375,1420,188,577,1069,0.98,100
Houston Astros,Minute Maid Park,2521076,2009,NL,HOU,5,162,74,88,643,5436,1415,88,4.54,5,10,39,4290,1521,176,546,1144,0.98,98
Pittsburgh Pirates,PNC Park,1577853,2009,NL,PIT,6,161,62,99,636,5417,1364,80,4.59,5,7,28,4255,1491,152,563,919,0.98,98
Philadelphia Phillies,Citizens Bank Park,3600693,2009,NL,PHI,1,162,93,69,820,5578,1439,86,4.16,8,9,44,4367,1479,189,489,1153,0.98,101
Florida Marlins,Dolphin Stadium,1464109,2009,NL,FLO,2,162,87,75,772,5572,1493,118,4.32,5,5,45,4339,1425,160,601,1248,0.98,102
Atlanta Braves,Turner Field,2373631,2009,NL,ATL,3,162,86,76,735,5539,1459,107,3.57,3,10,38,4388,1399,119,530,1232,0.98,99
New York Mets,Citi Field,3168571,2009,NL,NYN,4,162,70,92,671,5453,1472,108,4.46,3,12,39,4278,1452,158,616,1031,0.98,97
Washington Nationals,Nationals Park,1817226,2009,NL,WAS,5,162,59,103,710,5493,1416,170,5.02,6,3,33,4273,1533,173,629,911,0.97,99
Los Angeles Dodgers,Dodger Stadium,3761655,2009,NL,LAN,1,162,95,67,780,5592,1511,97,3.41,1,9,44,4420,1265,127,584,1272,0.98,96
Colorado Rockies,Coors Field,2665080,2009,NL,COL,2,162,92,70,804,5398,1408,103,4.24,5,7,45,4315,1427,141,528,1154,0.98,112
San Francisco Giants,AT&T Park,2862110,2009,NL,SFN,3,162,88,74,657,5493,1411,99,3.55,11,18,41,4338,1268,140,584,1302,0.98,102
San Diego Padres,Petco Park,1919603,2009,NL,SDN,4,162,75,87,638,5425,1315,109,4.37,2,9,45,4352,1422,167,603,1187,0.98,90
Arizona Diamondbacks,Chase Field,2128765,2009,NL,ARI,5,162,70,92,720,5565,1408,151,4.44,4,12,36,4343,1470,168,525,1158,0.97,105
Minnesota Twins,Target Field,3223640,2010,AL,MIN,1,162,94,68,781,5568,1521,94,3.95,9,13,40,4358,1493,155,383,1048,0.98,101
Chicago White Sox,U.S. Cellular Field,2194378,2010,AL,CHA,2,162,88,74,752,5484,1467,120,4.09,6,11,43,4339,1471,136,490,1149,0.98,105
Detroit Tigers,Comerica Park,2461237,2010,AL,DET,3,162,81,81,751,5643,1515,136,4.3,6,5,32,4333,1445,142,537,1056,0.98,101
Cleveland Indians,Jacobs Field,1394812,2010,AL,CLE,4,162,69,93,646,5487,1362,126,4.3,10,4,34,4299,1477,147,572,967,0.98,93
Kansas City Royals,Kauffman Stadium,1615324,2010,AL,KCA,5,162,67,95,676,5604,1534,138,4.97,7,3,44,4310,1553,176,551,1035,0.98,99
Tampa Bay Rays,Tropicana Field,1843445,2010,AL,TBA,1,162,96,66,802,5439,1343,95,3.78,6,12,51,4361,1347,175,478,1189,0.98,96
New York Yankees,Yankee Stadium III,3765807,2010,AL,NYA,2,162,95,67,859,5567,1485,79,4.06,3,8,39,4327,1349,179,540,1154,0.98,105
Boston Red Sox,Fenway Park II,3046443,2010,AL,BOS,3,162,89,73,818,5646,1511,127,4.2,3,9,44,4370,1402,152,580,1207,0.98,106
Toronto Blue Jays,Rogers Centre,1625555,2010,AL,TOR,4,162,85,77,755,5495,1364,102,4.23,5,11,45,4322,1407,150,539,1184,0.98,100
Baltimore Orioles,Oriole Park at Camden Yards,1733018,2010,AL,BAL,5,162,66,96,613,5554,1440,123,4.59,3,7,35,4309,1508,186,520,1007,0.98,101
Texas Rangers,Rangers Ballpark in Arlington,2505171,2010,AL,TEX,1,162,90,72,787,5635,1556,123,3.93,7,8,46,4366,1355,162,551,1181,0.98,105
Oakland Athletics,Oakland-Alameda Country Coliseum,1418391,2010,AL,OAK,2,162,81,81,663,5448,1396,110,3.58,7,17,38,4295,1315,153,512,1070,0.98,100
Los Angeles Angels of Anaheim,Angel Stadium,3250816,2010,AL,LAA,3,162,80,82,681,5488,1363,131,4.04,10,9,39,4348,1422,148,565,1130,0.98,98
Seattle Mariners,Safeco Field,2085488,2010,AL,SEA,4,162,61,101,513,5409,1274,122,3.95,11,10,38,4314,1402,157,452,973,0.98,93
Cincinnati Reds,Great American Ball Park,2060550,2010,NL,CIN,1,162,91,71,790,5579,1515,86,4.02,4,9,43,4359,1404,158,524,1130,0.98,99
St. Louis Cardinals,Busch Stadium III,3301218,2010,NL,SLN,2,162,86,76,736,5542,1456,109,3.57,7,16,32,4361,1412,133,477,1094,0.98,97
Milwaukee Brewers,Miller Park,2776531,2010,NL,MIL,3,162,77,85,750,5606,1471,115,4.59,3,7,35,4317,1487,173,582,1258,0.98,98
Houston Astros,Minute Maid Park,2331490,2010,NL,HOU,4,162,76,86,611,5452,1348,118,4.09,4,11,45,4318,1446,140,548,1210,0.98,95
Chicago Cubs,Wrigley Field,3062973,2010,NL,CHN,5,162,75,87,685,5512,1414,144,4.24,1,14,40,4310,1409,154,605,1268,0.98,108
Pittsburgh Pirates,PNC Park,1613399,2010,NL,PIT,6,162,57,105,587,5386,1303,142,5,1,6,31,4235,1567,167,538,1026,0.98,99
Philadelphia Phillies,Citizens Bank Park,3647249,2010,NL,PHI,1,162,97,65,772,5581,1451,93,3.68,14,21,40,4369,1402,168,416,1183,0.98,101
Atlanta Braves,Turner Field,2510119,2010,NL,ATL,2,162,91,71,738,5463,1411,145,3.57,2,9,41,4318,1326,126,505,1241,0.98,98
Florida Marlins,Dolphin Stadium,1535226,2010,NL,FLO,3,162,80,82,719,5531,1403,141,4.09,5,17,39,4315,1433,134,549,1168,0.98,105
New York Mets,Citi Field,2559738,2010,NL,NYN,4,162,79,83,656,5465,1361,96,3.73,8,19,36,4359,1438,135,545,1106,0.98,97
Washington Nationals,Nationals Park,1828066,2010,NL,WAS,5,162,69,93,655,5418,1355,142,4.13,2,5,37,4305,1469,151,512,1068,0.98,99
San Francisco Giants,AT&T Park,3037443,2010,NL,SFN,1,162,92,70,697,5488,1411,80,3.36,6,17,57,4383,1279,134,578,1331,0.98,101
San Diego Padres,Petco Park,2131774,2010,NL,SDN,2,162,90,72,665,5434,1338,85,3.41,2,20,49,4369,1305,139,517,1295,0.98,91
Colorado Rockies,Coors Field,2875245,2010,NL,COL,3,162,83,79,770,5530,1452,113,4.14,6,12,35,4326,1405,139,525,1234,0.98,115
Los Angeles Dodgers,Dodger Stadium,3562320,2010,NL,LAN,4,162,80,82,667,5426,1368,114,4.01,4,16,41,4325,1323,134,539,1274,0.98,95
Arizona Diamondbacks,Chase Field,2056941,2010,NL,ARI,5,162,65,97,713,5473,1366,121,4.81,3,3,35,4296,1503,210,548,1070,0.98,104
Detroit Tigers,Comerica Park,2642045,2011,AL,DET,1,162,95,67,787,5563,1540,103,4.04,4,14,52,4320,1406,149,492,1115,0.98,103
Cleveland Indians,Jacobs Field,1840835,2011,AL,CLE,2,162,80,82,704,5509,1380,110,4.24,2,4,38,4360,1482,153,463,1024,0.98,96
Chicago White Sox,U.S. Cellular Field,2001117,2011,AL,CHA,3,162,79,83,654,5502,1387,79,4.1,6,14,42,4380,1463,147,439,1220,0.99,99
Kansas City Royals,Kauffman Stadium,1724450,2011,AL,KCA,4,162,71,91,730,5672,1560,95,4.45,2,6,37,4354,1487,163,557,1080,0.99,101
Minnesota Twins,Target Field,3168116,2011,AL,MIN,5,162,63,99,619,5487,1357,119,4.6,7,8,32,4265,1564,161,480,940,0.98,95
New York Yankees,Yankee Stadium III,3653680,2011,AL,NYA,1,162,97,65,867,5518,1452,102,3.73,5,8,47,4375,1423,152,507,1222,0.98,108
Tampa Bay Rays,Tropicana Field,1529188,2011,AL,TBA,2,162,91,71,707,5436,1324,73,3.58,15,13,32,4347,1263,161,504,1143,0.99,92
Boston Red Sox,Fenway Park II,3054001,2011,AL,BOS,3,162,90,72,875,5710,1600,92,4.2,2,13,36,4372,1366,156,540,1213,0.99,106
Toronto Blue Jays,Rogers Centre,1818103,2011,AL,TOR,4,162,81,81,743,5559,1384,110,4.33,7,10,33,4376,1433,179,540,1169,0.98,104
Baltimore Orioles,Oriole Park at Camden Yards,1755461,2011,AL,BAL,5,162,69,93,708,5585,1434,110,4.92,3,7,32,4340,1568,210,535,1044,0.98,96
Texas Rangers,Rangers Ballpark in Arlington,2946949,2011,AL,TEX,1,162,96,66,855,5659,1599,114,3.79,10,19,38,4324,1327,170,461,1179,0.98,117
Los Angeles Angels of Anaheim,Angel Stadium,3166321,2011,AL,LAA,2,162,86,76,667,5513,1394,93,3.57,12,11,39,4395,1388,142,476,1058,0.99,93
Oakland Athletics,Oakland-Alameda Country Coliseum,1476791,2011,AL,OAK,3,162,74,88,645,5452,1330,124,3.71,6,12,39,4343,1380,136,519,1160,0.98,97
Seattle Mariners,Safeco Field,1939421,2011,AL,SEA,4,162,67,95,556,5421,1263,108,3.91,12,10,39,4299,1369,145,436,1088,0.98,94
Milwaukee Brewers,Miller Park,3071373,2011,NL,MIL,1,162,96,66,721,5447,1422,111,3.64,1,13,47,4325,1348,147,440,1257,0.98,103
St. Louis Cardinals,Busch Stadium III,3093954,2011,NL,SLN,2,162,90,72,762,5532,1513,116,3.79,7,9,47,4386,1461,136,448,1098,0.98,95
Cincinnati Reds,Great American Ball Park,2213588,2011,NL,CIN,3,162,79,83,735,5612,1438,91,4.16,4,5,39,4403,1414,185,539,1112,0.99,107
Pittsburgh Pirates,PNC Park,1940429,2011,NL,PIT,4,162,72,90,610,5421,1325,112,4.05,5,11,43,4348,1513,152,535,1031,0.98,96
Chicago Cubs,Wrigley Field,3017966,2011,NL,CHN,5,162,71,91,654,5549,1423,134,4.34,4,5,40,4303,1439,162,580,1224,0.98,96
Houston Astros,Minute Maid Park,2067016,2011,NL,HOU,6,162,56,106,615,5598,1442,116,4.51,2,6,25,4305,1477,188,560,1191,0.98,102
Philadelphia Phillies,Citizens Bank Park,3680718,2011,NL,PHI,1,162,102,60,713,5579,1409,74,3.02,18,21,47,4431,1320,120,404,1299,0.99,105
Atlanta Braves,Turner Field,2372940,2011,NL,ATL,2,162,89,73,641,5528,1345,83,3.49,3,16,52,4439,1332,125,521,1332,0.99,98
Washington Nationals,Nationals Park,1940478,2011,NL,WAS,3,161,80,81,624,5441,1319,104,3.58,3,10,49,4348,1403,129,477,1049,0.98,100
New York Mets,Citi Field,2352596,2011,NL,NYN,4,162,77,85,718,5600,1477,116,4.19,6,9,43,4344,1482,147,514,1126,0.98,98
Florida Marlins,Sun Life Stadium,1477462,2011,NL,FLO,5,162,72,90,625,5508,1358,93,3.95,7,11,40,4379,1403,149,500,1218,0.99,99
Arizona Diamondbacks,Chase Field,2105432,2011,NL,ARI,1,162,94,68,731,5421,1357,90,3.8,5,12,58,4330,1414,159,442,1058,0.99,107
San Francisco Giants,AT&T Park,3387303,2011,NL,SFN,2,162,86,76,570,5486,1327,104,3.21,3,12,52,4404,1260,96,559,1316,0.98,89
Los Angeles Dodgers,Dodger Stadium,2935139,2011,NL,LAN,3,161,82,79,644,5436,1395,85,3.56,7,17,40,4296,1287,132,507,1265,0.99,98
Colorado Rockies,Coors Field,2909777,2011,NL,COL,4,162,73,89,735,5544,1429,98,4.44,5,7,41,4343,1471,176,522,1118,0.98,116
San Diego Padres,Petco Park,2143018,2011,NL,SDN,5,162,71,91,593,5417,1284,94,3.43,0,10,44,4348,1324,125,521,1139,0.99,92
Detroit Tigers,Comerica Park,3028033,2012,AL,DET,1,162,88,74,726,5476,1467,99,3.77,9,3,40,4292,1409,151,438,1318,0.98,104
Chicago White Sox,U.S. Cellular Field,1965955,2012,AL,CHA,2,162,85,77,748,5518,1409,70,4.02,6,2,37,4337,1365,186,503,1246,0.99,106
Kansas City Royals,Kauffman Stadium,1739859,2012,AL,KCA,3,162,72,90,676,5636,1492,113,4.3,2,1,44,4354,1504,163,542,1177,0.98,100
Cleveland Indians,Progressive Field,1603596,2012,AL,CLE,4,162,68,94,667,5525,1385,96,4.79,2,1,43,4326,1503,174,543,1086,0.98,93
Minnesota Twins,Target Field,2776354,2012,AL,MIN,5,162,66,96,701,5562,1448,107,4.77,3,1,35,4316,1536,198,465,943,0.98,97
New York Yankees,Yankee Stadium III,3542406,2012,AL,NYA,1,162,95,67,804,5524,1462,74,3.86,6,2,51,4336,1401,190,431,1318,0.99,103
Baltimore Orioles,Oriole Park at Camden Yards,2102240,2012,AL,BAL,2,162,93,69,712,5560,1375,106,3.9,1,1,55,4449,1433,184,481,1177,0.98,102
Tampa Bay Rays,Tropicana Field,1559681,2012,AL,TBA,3,162,90,72,697,5398,1293,114,3.19,7,4,50,4379,1233,139,469,1383,0.98,94
Toronto Blue Jays,Rogers Centre,2099663,2012,AL,TOR,4,162,73,89,716,5487,1346,101,4.64,5,4,29,4331,1439,204,574,1142,0.98,103
Boston Red Sox,Fenway Park II,3043003,2012,AL,BOS,5,162,69,93,734,5604,1459,101,4.72,6,2,35,4329,1449,190,529,1176,0.98,106
Oakland Athletics,O.co Coliseum,1679013,2012,AL,OAK,1,162,94,68,713,5527,1315,111,3.5,1,0,47,4410,1360,147,462,1136,0.98,97
Texas Rangers,Rangers Ballpark in Arlington,3460280,2012,AL,TEX,2,162,93,69,808,5590,1526,85,4.02,7,2,43,4326,1378,175,446,1286,0.99,112
Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3061770,2012,AL,LAA,3,162,89,73,767,5536,1518,98,4.02,6,5,38,4300,1339,186,483,1157,0.98,92
Seattle Mariners,Safeco Field,1721920,2012,AL,SEA,4,162,75,87,619,5494,1285,72,3.76,8,6,43,4370,1359,166,449,1166,0.99,90
Cincinnati Reds,Great American Ball Park,2347251,2012,NL,CIN,1,162,97,65,669,5477,1377,89,3.34,9,2,56,4359,1356,152,427,1248,0.99,107
St. Louis Cardinals,Busch Stadium III,3262109,2012,NL,SLN,2,162,88,74,765,5622,1526,107,3.71,4,2,42,4388,1420,134,436,1218,0.98,98
Milwaukee Brewers,Miller Park,2831385,2012,NL,MIL,3,162,83,79,776,5557,1442,99,4.22,0,0,44,4361,1458,169,525,1402,0.98,104
Pittsburgh Pirates,PNC Park,2091918,2012,NL,PIT,4,162,79,83,651,5412,1313,112,3.91,2,1,45,4300,1357,153,490,1192,0.98,93
Chicago Cubs,Wrigley Field,2882756,2012,NL,CHN,5,162,61,101,613,5411,1297,105,4.51,1,0,28,4241,1399,175,573,1128,0.98,98
Houston Astros,Minute Maid Park,1607733,2012,NL,HOU,6,162,55,107,583,5407,1276,118,4.57,3,2,31,4270,1493,173,540,1170,0.98,99
Washington Nationals,Nationals Park,2370794,2012,NL,WAS,1,162,98,64,731,5615,1468,94,3.34,3,1,51,4405,1296,129,497,1325,0.99,99
Atlanta Braves,Turner Field,2420171,2012,NL,ATL,2,162,94,68,700,5425,1341,86,3.42,5,4,47,4336,1310,145,464,1232,0.99,102
Philadelphia Phillies,Citizens Bank Park,3565718,2012,NL,PHI,3,162,81,81,684,5544,1414,101,3.86,5,4,42,4354,1387,178,409,1385,0.98,102
New York Mets,Citi Field,2242803,2012,NL,NYN,4,162,74,88,650,5450,1357,101,4.09,7,5,36,4302,1368,161,488,1240,0.98,96
Miami Marlins,Marlins Park,2219444,2012,NL,MIA,5,162,69,93,609,5437,1327,103,4.1,5,3,38,4322,1448,133,495,1113,0.98,100
San Francisco Giants,AT&T Park,3377371,2012,NL,SFN,1,162,94,68,718,5558,1495,115,3.68,5,4,53,4353,1361,142,489,1237,0.98,88
Los Angeles Dodgers,Dodger Stadium,3324246,2012,NL,LAN,2,162,86,76,637,5438,1369,98,3.35,2,2,40,4349,1277,122,539,1276,0.98,96
Arizona Diamondbacks,Chase Field,2177617,2012,NL,ARI,3,162,81,81,734,5462,1416,90,3.94,4,2,39,4301,1432,155,417,1200,0.99,105
San Diego Padres,Petco Park,2123721,2012,NL,SDN,4,162,76,86,651,5422,1339,121,4.01,4,3,43,4304,1356,162,539,1205,0.98,92
Colorado Rockies,Coors Field,2630458,2012,NL,COL,5,162,64,98,758,5577,1526,122,5.22,0,0,36,4266,1637,198,566,1144,0.98,120
Detroit Tigers,Comerica Park,3083397,2013,AL,DET,1,162,93,69,796,5735,1625,76,3.61,3,1,39,4388.6,1369,128,462,1428,0.987,106
Cleveland Indians,Progressive Field,1572926,2013,AL,CLE,2,162,92,70,745,5465,1391,98,3.82,3,3,38,4324.3,1359,147,554,1379,0.983,93
Kansas City Royals,Kauffman Stadium,1750754,2013,AL,KCA,3,162,86,76,648,5549,1443,85,3.45,5,2,52,4345.3,1366,155,469,1208,0.986,103
Minnesota Twins,Target Field,2477644,2013,AL,MIN,4,162,66,96,614,5564,1346,81,4.55,1,1,40,4351.3,1591,168,458,985,0.987,99
Chicago White Sox,U.S. Cellular Field,1768413,2013,AL,CHA,5,162,66,96,602,5498,1307,100,4,3,1,39,4344,1332,160,540,1184,0.983,107
Boston Red Sox,Fenway Park II,2833333,2013,AL,BOS,1,162,97,65,853,5651,1566,80,3.79,5,2,33,4362,1366,156,524,1294,0.987,102
Tampa Bay Rays,Tropicana Field,1510300,2013,AL,TBA,2,163,92,71,700,5538,1421,59,3.74,9,3,42,4392,1315,153,482,1310,0.99,96
Baltimore Orioles,Oriole Park at Camden Yards,2357561,2013,AL,BAL,3,162,85,77,745,5620,1460,54,4.2,2,1,57,4359,1438,202,473,1169,0.991,106
New York Yankees,Yankee Stadium III,3279589,2013,AL,NYA,4,162,85,77,650,5449,1321,69,3.94,7,3,49,4342.3,1452,171,437,1233,0.988,102
Toronto Blue Jays,Rogers Centre,2536562,2013,AL,TOR,5,162,74,88,712,5537,1398,111,4.26,4,2,39,4356,1451,195,500,1208,0.982,102
Oakland Athletics,O.co Coliseum,1809302,2013,AL,OAK,1,162,96,66,767,5521,1403,97,3.56,6,4,46,4356,1339,163,428,1183,0.983,95
Texas Rangers,Rangers Ballpark in Arlington,3178273,2013,AL,TEX,2,163,91,72,730,5585,1465,86,3.63,4,2,46,4390.3,1370,157,498,1309,0.986,104
Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3019505,2013,AL,LAA,3,162,78,84,733,5588,1476,112,4.24,4,2,41,4373.6,1475,167,533,1200,0.981,94
Seattle Mariners,Safeco Field,1761546,2013,AL,SEA,4,162,71,91,624,5558,1318,88,4.32,4,2,43,4395,1467,174,478,1297,0.986,92
Houston Astros,Minute Maid Park,1651883,2013,AL,HOU,5,162,51,111,610,5457,1307,125,4.79,2,1,32,4320,1530,191,616,1084,0.979,99
St. Louis Cardinals,Busch Stadium III,3369769,2013,NL,SLN,1,162,97,65,783,5557,1494,75,3.43,7,4,44,4379.6,1366,112,451,1254,0.988,99
Pittsburgh Pirates,PNC Park,2256862,2013,NL,PIT,2,162,94,68,634,5486,1345,106,3.27,3,0,55,4412.6,1299,101,515,1261,0.984,94
Cincinnati Reds,Great American Ball Park,2534369,2013,NL,CIN,3,162,90,72,698,5499,1370,76,3.38,5,2,43,4421.6,1293,170,435,1296,0.988,103
Milwaukee Brewers,Miller Park,2531105,2013,NL,MIL,4,162,74,88,640,5474,1381,114,3.84,4,2,40,4328.6,1401,175,466,1125,0.981,105
Chicago Cubs,Wrigley Field,2642682,2013,NL,CHN,5,162,63,99,598,5563,1385,121,4,5,1,40,4365,1424,182,509,1249,0.98,104
Atlanta Braves,Turner Field,2548679,2013,NL,ATL,1,162,96,66,688,5441,1354,85,3.18,1,0,53,4351.3,1326,127,409,1232,0.986,104
Washington Nationals,Nationals Park,2652422,2013,NL,WAS,2,162,86,76,656,5436,1365,107,3.59,6,4,47,4337.6,1367,142,405,1236,0.982,102
New York Mets,Citi Field,2135657,2013,NL,NYN,4,162,74,88,619,5559,1318,93,3.78,4,2,40,4430.6,1442,152,458,1209,0.985,94
Philadelphia Phillies,Citizens Bank Park,3012403,2013,NL,PHI,4,162,73,89,610,5456,1355,97,4.34,6,2,32,4309.3,1465,152,506,1199,0.984,101
Miami Marlins,Marlins Park,1586322,2013,NL,MIA,5,162,62,100,513,5449,1257,88,3.71,2,1,36,4380,1376,121,526,1177,0.986,102
Los Angeles Dodgers,Dodger Stadium,3743527,2013,NL,LAN,1,162,92,70,649,5491,1447,109,3.25,7,4,46,4351.3,1321,127,460,1292,0.982,95
Arizona Diamondbacks,Chase Field,2134795,2013,NL,ARI,2,162,81,81,685,5676,1468,75,3.92,6,2,38,4485,1460,176,485,1218,0.988,102
San Diego Padres,Petco Park,2166691,2013,NL,SDN,3,162,76,86,618,5517,1349,83,3.98,3,1,40,4365,1407,156,525,1171,0.986,91
San Francisco Giants,AT&T Park,3326796,2013,NL,SFN,4,162,76,86,629,5552,1446,107,4,2,2,41,4342.3,1380,145,521,1256,0.982,90
Colorado Rockies,Coors Field,2793828,2013,NL,COL,5,162,74,88,706,5599,1511,90,4.44,1,0,35,4308,1545,136,517,1064,0.986,117
